查驗登記證號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分
"1036026277","核黃素片 10毫克","VITAMIN B2 TABLETS 10mg","1180711","1030711","中日藥品股份有限公司","02-27296475","台北市信義區逸仙路50巷12號7樓之1","維生素B2;;麥芽糊精;;二氧化矽;;硬脂酸鎂"
"1036028166","三多維他命C500緩釋型膜衣錠","","1180806","1030806","三多士股份有限公司","02-27080888","台北市大安區四維路208巷3之1號1樓","抗壞血酸 90%;;維生素C;;玉米澱粉;;乳糖;;羥丙基甲基纖維素;;羧甲基纖維素鈉;;硬脂酸鎂;;二氧化矽;;二代歐巴代;;聚乙烯醇;;二氧化鈦;;滑石粉;;聚乙二醇;;大豆卵磷脂;;食用黃色四號鋁麗基"
"1036028375","菸鹼醯胺錠","NICOTINAMIDE TABLETS","1180711","1030711","中日藥品股份有限公司","02-27296475","台北市信義區逸仙路50巷12號7樓之1","菸鹼醯胺;;麥芽糊精;;二氧化矽;;硬脂酸鎂"
"1040046026","活力優緩釋C錠（升級配方）","Vitamin C Tablets Slow Release","1141104","1041104","秉新藥業股份有限公司","02-27622552","台北市信義區忠孝東路五段429號4樓","抗壞血酸（維生素C）;;微結晶纖維素;;羥丙基甲基纖維素;;聚乙烯吡咯烷酮;;葡萄糖酸鋅;;玫瑰果實萃取物;;硬脂酸鎂;;二氧化矽;;膜衣成分（羥丙基甲基纖維素、羥丙基纖維素、聚乙二醇）;;二氧化鈦;;食用黃色五號鋁麗基;;食用藍色一號鋁麗基"
"1040051021","海補力軟膠囊","","1141201","1041201","永和興實業有限公司","07-2268939","高雄市苓雅區金門街9號1樓","豬肝臟乾燥粉末;;肌醇;;重酒石酸膽鹼(重酒石酸膽鹼、二氧化矽);;DL-蛋胺酸;;菸鹼醯胺;;葡萄糖酸鋅;;抗壞血酸（維生素C）;;朝鮮薊萃取物;;硫酸亞鐵;;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;葉酸;;磷酸氫鈣(無水);;卵磷脂;;大豆油;;脂肪酸甘油酯;;明膠;;甘油;;純水;;食用黃色4號;;食用紅色6號;;食用紅色7號;;食用藍色1號;;二氧化鈦"
"1046002033","精明元素口含錠","","1140319","1040319","麗富康國際股份有限公司","04-23281566","台中市西區民龍里臺灣大道二段309號6樓之1","L-抗壞血酸（維生素C）;;維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;維生素E 51%(維生素E、滑石粉、二氧化矽);;DHA藻粉;;山桑萃取物;;金盞草萃取物(含葉黃素);;β-胡蘿蔔素 1% (β-胡蘿蔔素、麥芽糊精、蔗糖、dl-α-生育醇、阿拉伯膠、中鏈三酸甘油酯、二氧化矽、抗壞血酸鈉);;蕃茄萃取物(含蕃茄紅素);;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;乳糖;;聚乙烯吡咯烷酮;;D-甘露醇;;硬脂酸鎂;;藍莓香料（乳糖、二氧化矽、丙二醇、藍莓濃縮液、香料）;;氰鈷胺明（維生素B12）"
"1046002400","“強生”維生素B1片","Vitamin B1 Tablets ＂Johnson＂","1140224","1040224","強生化學製藥廠股份有限公司","02-22878405","新北市三重區三和路四段77號、79號","鹽酸硫胺明;;乳糖;;玉米澱粉;;聚乙烯吡咯烷酮;;糖精鈉鹽;;酒石酸;;羥丙基纖維素;;硬脂酸鎂"
"1046002401","“強生”維生素B2錠10毫克","Vitamin B2 Tablets 10mg ＂Johnson＂","1140224","1040224","強生化學製藥廠股份有限公司","02-22878405","新北市三重區三和路四段77號、79號","核黃素（維生素B2）;;乳糖;;玉米澱粉;;羧甲基澱粉鈉;;聚乙烯吡咯烷酮;;羥丙基纖維素;;硬脂酸鎂"
"1046002402","“強生”維生素B12錠30微毫克","Vitamin B12 Tablets 30 mcg ＂Johnson＂","1140224","1040224","強生化學製藥廠股份有限公司","02-22878405","新北市三重區三和路四段77號、79號","氰鈷胺明（維生素B12）;;乳糖;;玉米澱粉;;羧甲基澱粉鈉;;聚乙烯吡咯烷酮;;硬脂酸鎂"
"1046002403","“強生”維生素C片","Vitamin C Tablets ＂Johnson＂","1140306","1040306","強生化學製藥廠股份有限公司","02-22878405","新北市三重區三和路四段77號、79號","抗壞血酸（維生素C）;;微結晶狀α-纖維素;;羥丙基澱粉;;乳糖;;二氧化矽;;硬脂酸鈣;;聚乙烯吡咯烷酮;;羧甲基澱粉鈉"
"1046010171","Diamond Power 營養強化錠","Diamond Power","1140428","1040428","鑽石生活有限公司","02-23131133-136","台北市中正區衡陽路51號7樓之7","維生素B1;;維生素B2;;維生素B6;;維生素B12;;乾燥維生素D3 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;乾燥維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;葉酸;;生物素;;菸鹼醯胺;;本多酸鈣;;丁烯二酸亞鐵;;葡萄糖酸鋅;;硒酵母;;葡萄糖酸錳;;硫酸銅;;鉬酵母;;鉻酵母;;聚乙烯吡咯烷酮;;阿拉伯膠;;羥丙基甲基纖維素;;乳糖;;麥芽糊精;;二氧化矽;;硬脂酸鎂;;水性膜衣（羥丙基甲基纖維素、聚乙二醇、食用紅色四十號鋁麗基、二氧化鈦、食用藍色一號鋁麗基）"
"1046011068","高維他命B2","Good Vitamin B2","1140416","1040416","井田生化科技股份有限公司","04-26814585","台中市大甲區日南里工九路9號","核黃素（維生素B2）;;乳糖;;微結晶狀纖維素;;羥丙基甲基纖維素;;甘醇酸澱粉鈉;;硬脂酸鎂;;聚乙二醇;;二氧化鈦;;食用黃色四號鋁麗基;;滑石粉"
"1046022933","活力康寧錠","","1140606","1040606","成杏生物科技股份有限公司","06-5721102","台南市麻豆區南勢里關帝廟16之1號1樓","維生素B1;;維生素B2;;維生素B6;;菸鹼醯胺;;泛酸鈣;;γ-穀維素;;維生素B12;;麥芽糊精;;維生素E(醋酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;聚乙烯吡咯烷酮;;二氧化矽;;硬脂酸鎂;;滑石粉;;羥丙基甲基纖維素(羥丙基甲基纖維素、純水、氯化鈉);;二氧化鈦;;食用黃色4號"
"1046022934","愛斯B錠","","1140606","1040606","成杏生物科技股份有限公司","06-5721102","台南市麻豆區南勢里關帝廟16之1號1樓","維生素B1;;維生素B2;;維生素B6;;菸鹼醯胺;;本多酸鈣（泛酸鈣）;;γ-穀維素;;維生素B12;;麥芽糊精;;維生素E (醋酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;聚乙烯吡咯烷酮;;二氧化矽;;硬脂酸鎂;;滑石粉;;羥丙基甲基纖維素(羥丙基甲基纖維素、純水、氯化鈉);;二氧化鈦;;食用黃色4號"
"1046023793","信東高單位益喜C緩釋膜衣錠","","1140616","1040616","信東生技股份有限公司園區分公司","03-5783930","新竹縣寶山鄉新竹工業園區工業東九路33號2樓","抗壞血酸(維生素C)90%;;抗壞血酸;;玉米澱粉;;乳糖;;羥丙基甲基纖維素;;羧甲基纖維素鈉;;硬脂酸鎂;;二氧化矽;;食用黃色四號鋁麗基;;二代歐巴代膜衣粉;;聚乙烯醇;;二氧化鈦;;滑石粉;;聚乙二醇;;大豆卵磷脂"
"1046023854","鐵佳B膜衣錠","","1140603","1040603","全諾藥品有限公司","06-2501272","台南市西區武聖路六九巷35號","丁烯二酸亞鐵;;葉酸 12.5%(葉酸、碳酸氫鈉);;氰鈷胺明（維生素B12）;;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;本多酸鈣;;菸鹼醯胺;;抗壞血酸（維生素C）;;硬脂酸鎂;;膜衣粉（聚乙烯醇、二氧化鈦、滑石粉、卵磷脂、玉米糖膠）;;乳糖;;微結晶狀α-纖維素;;聚乙烯吡咯烷酮;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;丙二醇;;二氧化鈦;;滑石粉;;食用紅色六號;;食用紅色七號;;食用紅色四十號;;食用黃色五號;;食用黃色四號;;食用藍色一號"
"1046026636","克補+鋅錠","","1140714","1040714","輝瑞生技股份有限公司","02-28097979","臺北市中正區忠孝西路一段66號24樓","硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明(維生素B12) 1% (辛烯基丁二酸鈉澱粉、檸檬酸鈉、檸檬酸、二氧化矽、維生素B12);;抗壞血酸(維生素C)97%(維生素C、羥丙基甲基纖維素);;乙酸dl-α-生育醇酯(維生素E)50%(維生素E、乾葡萄糖漿、辛烯基丁二酸鈉澱粉、二氧化矽);;生物素 1%【磷酸氫鈣(無水）、生物素】;;葉酸;;菸鹼醯胺 99.5%(菸鹼醯胺、二氧化矽);;本多酸鈣;;硫酸銅;;氧化鋅;;微結晶狀纖維素;;硬脂酸鎂;;聚乙烯聚吡咯烷酮;;二氧化矽;;膜衣成分（聚乙烯醇、滑石粉、食用黃色五號鋁麗基、二氧化鈦、卵磷脂、玉米糖膠）"
"1046027178","鋅維健錠","","1140704","1040704","康富藥品企業股份有限公司","06-2820626","台南市安南區溪頂里郡安路4段115號","葡萄糖酸鋅;;維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;抗壞血酸（維生素C）;;維生素E醋酸鹽 (維生素E、二氧化矽、麥芽糊精、玉米澱粉、聚山梨醇酐脂肪酸酯八十);;磷酸鈣;;微結晶狀α-纖維素;;硬脂酸鎂;;聚乙烯吡咯烷酮;;膽鈣化醇(辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;膜衣粉（羥丙基甲基纖維素、聚乙二醇）"
"1046030475","優可達錠","","1140626","1040626","成杏生物科技股份有限公司","06-5721102","台南市麻豆區南勢里關帝廟16之1號1樓","維生素B2;;維生素B6;;生物素;;菸鹼醯胺;;麥芽糊精;;二氧化矽;;硬脂酸鎂;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;丙二醇;;二氧化鈦;;滑石粉;;食用黃色4號;;食用藍色1號"
"1046031134","赫而司多多C維生素C膜衣錠","","1140626","1040626","台灣赫而司有限公司","02-26333810","台北市內湖區成功路五段460號15樓","抗壞血酸;;麥芽糊精;;白砂糖;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;滑石粉;;丙二醇"
"1046031928","＂人生＂十種維生素糖衣錠","Decavitamin S.C. Tablets ＂Jen Sheng＂","1141104","1041104","人生製藥股份有限公司","04-23592345","台中市西屯區協和里工業區五路3號","乾燥維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;維生素D3 0.25% (辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;維生素C;;維生素B12 0.1% (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;葉酸;;維生素B6;;維生素B2;;維生素B1;;菸鹼醯胺;;本多酸鈣;;乳糖;;二氧化矽;;羧甲基澱粉鈉;;硬脂酸鎂;;馬鈴薯澱粉;;聚乙烯吡咯烷酮;;蟲膠;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;明膠;;蔗糖;;棕櫚蠟;;碳酸鈣;;滑石粉;;食用黃色四號;;食用黃色五號;;食用紅色六號;;二氧化鈦"
"1046034835","活力B群錠","","1140709","1040709","高原本草生技股份有限公司","04-24634273","台中市西屯區福泰街97號","葉酸;;維生素B1;;維生素B2;;菸鹼醯胺;;肌醇;;重酒石酸膽鹼(重酒石酸膽鹼、二氧化矽);;本多酸鈣;;牛磺酸;;維生素B6;;維生素B12;;紅景天萃取物;;刺五加萃取物;;聚乙烯吡咯烷酮;;硬脂酸鎂;;二氧化矽;;玉米糖漿粉;;乳糖顆粒;;微結晶狀α-纖維素;;羥丙基甲基纖維素;;食用紅色六號;;食用黃色五號;;食用藍色一號;;二氧化鈦"
"1046036402","新力精100B+牛磺酸膜衣錠","","1141019","1041019","三友生技醫藥股份有限公司","06-6353338","台南市後壁區福安里下寮路207之3號","乳糖;;微結晶狀α-纖維素;;牛磺酸;;L-天冬胺酸;;本多酸鈣;;L-苯丙胺酸;;菸鹼醯胺;;L-精胺酸;;維生素B2;;磷酸氫鈣(無水);;二氧化矽;;硬脂酸鎂;;聚乙烯吡咯烷酮;;生物素;;葉酸;;維生素B1;;維生素B6;;維生素B12 (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用藍色一號;;食用黃色四號"
"1046036403","寶倍100B膜衣錠","","1141019","1041019","三友生技醫藥股份有限公司","06-6353338","台南市後壁區福安里下寮路207之3號","乳糖;;微結晶狀α-纖維素;;牛磺酸;;L-天冬胺酸;;本多酸鈣;;L-苯丙胺酸;;菸鹼醯胺;;L-精胺酸;;維生素B2;;磷酸氫鈣(無水);;二氧化矽;;硬脂酸鎂;;聚乙烯吡咯烷酮;;生物素;;葉酸;;維生素B1;;維生素B6;;維生素B12 (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用藍色一號;;食用黃色四號"
"1046036404","活力100B+牛磺酸膜衣錠","","1141019","1041019","三友生技醫藥股份有限公司","06-6353338","台南市後壁區福安里下寮路207之3號","乳糖;;微結晶狀α-纖維素;;牛磺酸;;L-天冬胺酸;;本多酸鈣;;L-苯丙胺酸;;菸鹼醯胺;;L-精胺酸;;維生素B2;;磷酸氫鈣(無水);;二氧化矽;;硬脂酸鎂;;聚乙烯吡咯烷酮;;生物素;;葉酸;;維生素B1;;維生素B6;;維生素B12 (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用藍色一號;;食用黃色四號"
"1046036405","高俲100B膜衣錠","","1141019","1041019","三友生技醫藥股份有限公司","06-6353338","台南市後壁區福安里下寮路207之3號","乳糖;;微結晶狀α-纖維素;;牛磺酸;;L-天冬胺酸;;本多酸鈣;;L-苯丙胺酸;;菸鹼醯胺;;L-精胺酸;;維生素B2;;磷酸氫鈣(無水);;二氧化矽;;硬脂酸鎂;;聚乙烯吡咯烷酮;;生物素;;葉酸;;維生素B1;;維生素B6;;維生素B12 (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用藍色一號;;食用黃色四號"
"1046037337","賀葆葳欣暢膠囊","","1141127","1041127","德爾富生化科技有限公司","05-2830469","嘉義市西區玉康路403號","納豆酵素（麥芽糊精、蛋白質分解酵素）;;紅麴粉;;松樹皮萃取物;;輔酵素Q10;;維生素B6;;葉酸;;聚阿拉伯半乳糖;;硬脂酸鎂;;明膠;;純水;;硫酸月桂酯鈉;;食用紅色六號;;食用藍色一號;;二氧化鈦;;甘油"
"1046041360","TOP-LIFE活力生命B群膜衣錠","","1140817","1040817","豐生製藥生物科技股份有限公司","06-6987396","台南市官田區二鎮里成功街60號","維生素B1;;維生素B2;;維生素B6;;維生素B12;;維生素C;;菸鹼醯胺;;葉酸;;本多酸鈣;;肌醇;;麥芽糊精;;二氧化矽;;硬脂酸鎂;;羥丙基甲基纖維素(羥丙基甲基纖維素、純水、氯化鈉);;二氧化鈦;;食用黃色4號;;食用紅色40號;;食用藍色1號"
"1046042397","克補+鐵錠","Stresstabs Plus Iron","1141023","1041023","輝瑞生技股份有限公司","02-28097979","臺北市中正區忠孝西路一段66號24樓","硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明(維生素B12) 1% (辛烯基丁二酸鈉澱粉、檸檬酸鈉、檸檬酸、二氧化矽、維生素B12);;抗壞血酸(維生素C)97%(維生素C、羥丙基甲基纖維素);;乙酸dl-α-生育醇酯(維生素E)50%(維生素E、乾葡萄糖漿、辛烯基丁二酸鈉澱粉、二氧化矽);;生物素 1%【磷酸氫鈣(無水）、生物素】;;葉酸;;菸鹼醯胺 99.5%(菸鹼醯胺、二氧化矽);;本多酸鈣;;丁烯二酸亞鐵;;微結晶狀纖維素;;硬脂酸鎂;;聚乙烯聚吡咯烷酮;;二氧化矽;;聚乙烯醇;;二氧化鈦;;滑石粉;;卵磷脂;;食用黃色五號鋁麗基;;食用紅色四十號鋁麗基;;玉米糖膠"
"1046043067","活力佳B2錠","","1141122","1041122","成杏生物科技股份有限公司","06-5721102","台南市麻豆區南勢里關帝廟16之1號1樓","維生素B1;;維生素B2;;維生素B6;;菸鹼醯胺;;泛酸鈣;;γ-穀維素;;維生素B12;;麥芽糊精;;維生素E (醋酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;聚乙烯吡咯烷酮;;二氧化矽;;硬脂酸鎂;;滑石粉;;羥丙基甲基纖維素(羥丙基甲基纖維素、純水、氯化鈉);;二氧化鈦;;食用黃色4號"
"1046045239","妳的綜合維他命+鐵膜衣錠","","1141019","1041019","三友生技醫藥股份有限公司","06-6353338","台南市後壁區福安里下寮路207之3號","微結晶狀α-纖維素;;氧化鎂;;葡萄糖酸鋅;;蠶絲蛋白;;焦磷酸鐵;;大豆水解物;;本多酸鈣;;肌醇;;乳酸鈣;;花粉;;菸鹼醯胺;;葡萄籽萃取物;;維生素B2;;聚乙烯吡咯烷酮;;蔓越莓萃取物;;二氧化矽;;硬脂酸鎂;;輔酵素Q10;;生物素;;葉酸;;硫酸錳;;碘化鉀;;葡萄糖酸銅;;維生素A醋酸鹽(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;維生素D3 (維生素D3、辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇);;酵母鉻;;維生素C;;維生素B1;;維生素B6;;維生素E(乙酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;維生素K1(阿拉伯膠、蔗糖、維生素K1);;維生素B12【麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12(氰鈷胺明)】;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用黃色四號"
"1046045240","女性綜合維他命+葡萄籽膜衣錠","","1141019","1041019","三友生技醫藥股份有限公司","06-6353338","台南市後壁區福安里下寮路207之3號","微結晶狀α-纖維素;;氧化鎂;;葡萄糖酸鋅;;蠶絲蛋白;;焦磷酸鐵;;大豆水解物;;本多酸鈣;;肌醇;;乳酸鈣;;花粉;;菸鹼醯胺;;葡萄籽萃取物;;維生素B2;;聚乙烯吡咯烷酮;;蔓越莓萃取物;;二氧化矽;;硬脂酸鎂;;輔酵素Q10;;生物素;;葉酸;;硫酸錳;;碘化鉀;;葡萄糖酸銅;;維生素A醋酸鹽(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;維生素D3 (維生素D3、辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇);;酵母鉻;;維生素C;;維生素B1;;維生素B6;;維生素E(乙酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;維生素K1(阿拉伯膠、蔗糖、維生素K1);;維生素B12【麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12(氰鈷胺明)】;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;食用紅色六號;;食用黃色四號"
"1046045241","新女性綺麗維他命膜衣錠","","1141019","1041019","三友生技醫藥股份有限公司","06-6353338","台南市後壁區福安里下寮路207之3號",""
